,id,name,price,url,category_name,Размер,Материал,Цвет,Класс,Набор,Подсветка,Вес,Объем упаковки,Страна производства,Страна бренда
1224,3884,"Набор стеклянных елочных игрушек Сердце Монплезира 4.5 см розовый бутон mix, 12 шт",470.0,/goods/nabor-steklyannyh-elochnyh-igrushek-serdce-monplezira-45-sm-rozovyj-buton-mix-12-sht-podveska/,Сердечки,XS (до 6 см),Стекло,розовый,стандарт,Да,Нет,0.04,0.0005,Китай,Россия
1225,3887,"Елочная игрушка Снеговик Малютка Фрости 5 см, подвеска",400.0,/goods/elochnaya-igrushka-snegovik-malyutka-frosti-5-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",XS (до 6 см),Текстиль,белый,эконом,Нет,Нет,0.02,0.0005,Китай,Нидерланды
1226,3888,"Елочная игрушка Снеговик Маркус 13 см, подвеска",1720.0,/goods/elochnaya-igrushka-snegovik-markus-13-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,белый,премиум,Нет,Нет,0.1,0.0002,Китай,Нидерланды
1227,3889,Бумажное украшение Елочка Алетия 32 см желтая,460.0,/goods/bumazhnoe-ukrashenie-elochka-aletiya-32-sm-zheltaya/,Елочки,L (31-50 см),Бумага,желтый / оранжевый,стандарт,Нет,Нет,0.15,0.0006,Китай,Нидерланды
1228,3894,"Именная елочная игрушка Лось Хартли и Семья 13*7 см, подвеска",1720.0,/goods/imennaya-elochnaya-igrushka-los-hartli-i-semya-15-sm-podveska/,Животные,S (7-14 см),Полистоун,шоколадный / коричневый,стандарт,Нет,Нет,0.1,0.0003,Китай,Нидерланды
1229,3895,Подвесное украшение Братишка Банни - Лео 9 см,1350.0,/goods/podvesnoe-ukrashenie-bratishka-banni---leo-9-sm/,Животные,S (7-14 см),Полистоун,розовый,премиум,Нет,Нет,0.06,0.0001,Китай,Бельгия
1230,3897,"Стеклянная елочная игрушка Цыпленок Дорио 5 см, подвеска",370.0,/goods/steklyannaya-elochnaya-igrushka-cyplenok-dorio-5-sm-podveska/,Птицы,XS (до 6 см),Стекло,желтый / оранжевый,стандарт,Нет,Нет,0.06,0.0002,Россия,Россия
1231,3899,"Деревянная елочная игрушка Рождественский Домик со Снеговиком 13 см, подвеска",230.0,/goods/derevyannaya-elochnaya-igrushka-rozhdestvenskij-domik-so-snegovikom-13-sm-podveska/,Домики,S (7-14 см),Дерево,белый,стандарт,Нет,Нет,0.03,0.0005,Китай,Нидерланды
1232,3902,"Стеклянная елочная игрушка Конфетка 7 см, подвеска",360.0,/goods/steklyannaya-elochnaya-igrushka-konfetka-7-sm-podveska/,"Пряники, конфеты, сладости",S (7-14 см),Стекло,розовый,стандарт,Нет,Нет,0.06,0.0003,Россия,Россия
1233,3912,Новогодний фонарик со свечой Сказки зимнего Леса 13 см винтажно-медный,470.0,/goods/novogodnij-fonarik-so-svechoj-skazki-zimnego-lesa-13-sm-vintazhno-mednyj/,Светящиеся игрушки,S (7-14 см),Пластик,шоколадный / коричневый,стандарт,Нет,Да,0.04,0.0004,Китай,Нидерланды
1234,3917,"Набор елочных игрушек Капля 7.5 см золотой mix, 12 шт, стекло",650.0,/goods/nabor-elochnyh-igrushek-kaplya-75-sm-zolotoj-mix-12-sht-steklo-podveska/,Сосульки,S (7-14 см),Стекло,золото,стандарт,Да,Нет,0.09,0.0009,Китай,Россия
1235,3919,"Набор стеклянных елочных игрушек Сосульки Миранолла 8 см, 4 шт, подвеска",1960.0,/goods/nabor-steklyannyh-elochnyh-igrushek-sosulki-miranolla-8-sm-4-sht-podveska/,Изысканные подвески,S (7-14 см),Стекло,серебро,премиум,Да,Нет,0.06,0.001,Китай,Бельгия
1236,3922,"Украшение для уличной елки Бант Нарядный 18 см золотой, эко-кожа",370.0,/goods/ukrashenie-dlya-ulichnoj-elki-bant-naryadnyj-20-sm-zolotoj-jeko-kozha/,Банты на елку,M (15-30 см),Эко-кожа,золото,стандарт,Нет,Нет,0.1,0.0014,Россия,Россия
1237,3923,Бант на елку Feira 28*24 см красный,360.0,/goods/bant-na-elku-feira-28-sm/,Банты на елку,M (15-30 см),Текстиль,красный / бордовый,стандарт,Нет,Нет,0.04,0.0024,Китай,Нидерланды
1238,3926,Стеклянная елочная игрушка Дед Мороз с птичкой и елочкой 13 см,2210.0,/goods/steklyannaya-elochnaya-igrushka-lesnoj-santa-s-elochkoj-13-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Стекло,кремовый / светлое дерево,премиум,Нет,Нет,0.02,0.0004,Китай,Нидерланды
1239,3927,"Стеклянная елочная игрушка Christmas with Love - Anticovid Series 9 см, подвеска",560.0,/goods/steklyannaya-elochnaya-igrushka-christmas-with-love---anticovid-series-9-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Стекло,красный / бордовый,стандарт,Нет,Нет,0.02,0.0003,Китай,Нидерланды
1240,3928,Елочная игрушка Дед Мороз со списком подарков 9 см,430.0,/goods/elochnaya-igrushka-saharnyj-santa-9-sm/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,красный / бордовый,стандарт,Нет,Нет,0.13,0.0001,Китай,Нидерланды
1241,3930,"Набор подвесных украшений из бумаги Ангелы Хавенвилля 14 см, 3 шт",660.0,/goods/nabor-podvesnyh-ukrashenij-iz-bumagi-angely-havenvillya-14-sm-3-sht/,Ангелы и Феи,S (7-14 см),Бумага,кремовый / светлое дерево,эконом,Да,Нет,0.09,0.0009,Китай,Нидерланды
1242,3931,"Елочная игрушка Лягушка - Балерина Алисса 9 см, подвеска",2100.0,/goods/elochnaya-igrushka-lyagushka---balerina-alissa-9-sm-podveska/,Животные,S (7-14 см),Полистоун,зеленый,премиум,Нет,Нет,0.07,0.0007,Китай,Нидерланды
1243,3938,Елочная игрушка Сова Голди - Winter Baroque 10 см,3440.0,/goods/elochnaya-igrushka-sova-goldi---winter-baroque-10-sm/,Птицы,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.06,0.0002,Филиппины,Бельгия
1244,3947,Коллекционная кукла Эльф Шарль в предвкушении чуда - Jacques Nouveau 26 см,12680.0,/goods/kollekcionnaya-kukla-jelf-sharl-v-predvkushenii-chuda---jacques-nouveau-26-sm/,Гномы и Эльфы,M (15-30 см),Текстиль,розовый,премиум,Нет,Нет,0.35,0.0041,Китай,США
1245,3950,"Светодиодные Сосульки Арктика 3*40 см, холодное белое свечение с мерцанием, IP44",2710.0,/goods/svetodiodnye-sosulki-arktika-3-sht-holodnoe-beloe-svechenie-s-mercaniem-ip44/,Сосульки,L (31-50 см),Акрил,прозрачный,стандарт,Нет,Да,0.55,0.0024,Китай,Нидерланды
1246,3959,Бант на елку Rosa Lilla: Горошек 15*11 см,360.0,/goods/bant-na-elku-rosa-lilla-goroshek-15-sm/,Банты на елку,M (15-30 см),Текстиль,фиолетовый,стандарт,Нет,Нет,0.02,0.0004,Китай,Нидерланды
1247,3960,"Декоративный бант Feira 13*12 см синий, 2 шт",250.0,/goods/dekorativnyj-bant-feira-13-sm-sinij-2-sht/,Банты на елку,S (7-14 см),Текстиль,синий / голубой,стандарт,Да,Нет,0.03,0.0011,Китай,Нидерланды
1248,3961,"Набор стеклянных елочных игрушек Frosting Pink: Luvira 8 см, 3 шт, подвеска",1390.0,/goods/nabor-steklyannyh-elochnyh-igrushek-frosting-pink-luvira-8-sm-3-sht-podveska/,Звездочки,S (7-14 см),Стекло,розовый,премиум,Да,Нет,0.11,0.0012,Китай,Германия
1249,3962,"Елочная игрушка Санта Клаус с посохом: Quelle surprise 11 см, подвеска",1830.0,/goods/elochnaya-igrushka-santa-klaus-s-posohom-quelle-surprise-11-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,розовый,премиум,Нет,Нет,0.13,0.0004,Китай,Нидерланды
1250,3964,"Набор стеклянных елочных игрушек Polar Night: Санта Клаус 3-5 см, 9 шт, подвеска",640.0,/goods/nabor-steklyannyh-elochnyh-igrushek-polar-night-santa-klaus-3-5-sm-9-sht-podveska/,"Дед Мороз, Снегурочка и Снеговик",XS (до 6 см),Стекло,синий / голубой,стандарт,Да,Нет,0.04,0.0004,Китай,Нидерланды
1251,3967,Подвесное украшение Сестричка Банни - Луиза 11 см,1470.0,/goods/podvesnoe-ukrashenie-sestrichka-banni---luiza-11-sm/,Животные,S (7-14 см),Полистоун,розовый,премиум,Нет,Нет,0.08,0.0003,Китай,Бельгия
1252,3972,"Елочная игрушка Колибри де Риволи 7 см, голубая, подвеска",720.0,/goods/elochnaya-igrushka-kolibri-de-rivoli-7-sm-golubaya-podveska/,Птицы,S (7-14 см),Пластик,синий / голубой,премиум,Нет,Нет,0.06,0.0007,Китай,Нидерланды
1253,3974,"Светодиодная гирлянда Домики Фарелл - Звезды 1.33 м, 10 теплых белых LED ламп, на батарейках, прозрачный ПВХ, IP20",660.0,/goods/svetodiodnaya-girlyanda-domiki-zvezdy-10-teplyh-belyh-led-lamp/,Домики,XS (до 6 см),Дерево,кремовый / светлое дерево,стандарт,Нет,Да,0.12,0.002,Китай,Нидерланды
1254,3976,"Набор елочных игрушек Bradford: Прогулка Бобби и Адель , 2 шт",340.0,/goods/nabor-elochnyh-igrushek-bradford-progulka-bobbi-i-adel--2-sht/,Люди,S (7-14 см),Керамика / Фарфор,зеленый,стандарт,Да,Нет,0.1,0.0003,Китай,Нидерланды
1255,3984,"Стеклянная ёлочная игрушка Наряд балерины Агнесс 9 см, подвеска",1660.0,/goods/steklyannaya-yolochnaya-igrushka-naryad-baleriny-agness-9-sm-serebryanaya-podveska/,Балет,S (7-14 см),Стекло,серебро,премиум,Нет,Нет,0.02,0.0004,Китай,Бельгия
1256,3994,"Набор елочных украшений Magnolia Jewelry 14 см, 2 шт, подвеска",1560.0,/goods/nabor-elochnyh-ukrashenij-magnolia-jewelry-14-sm-2-sht-podveska/,Изысканные подвески,S (7-14 см),Акрил,розовый,премиум,Да,Нет,0.03,0.0003,Тайвань,Бельгия
1257,3997,"Украшение для уличной елки Бант Нарядный 18 см серебряный, эко-кожа",370.0,/goods/ukrashenie-dlya-ulichnoj-elki-bant-naryadnyj-20-sm-serebryanyj-jeko-kozha/,Банты на елку,M (15-30 см),Эко-кожа,серебро,стандарт,Нет,Нет,0.1,0.0014,Россия,Россия
1258,3998,"Банты Рождественские 10 см серые, 3 шт",520.0,/goods/banty-rozhdestvenskie-10-sm-3-sht-seryj/,Банты на елку,S (7-14 см),Текстиль,серый,стандарт,Да,Нет,0.06,0.0013,Китай,Нидерланды
1259,4002,"Елочная игрушка Фея Пани - Marienberg Fee 18 см, подвеска",2690.0,/goods/elochnaya-igrushka-feya-pani---marienberg-fee-18-sm-podveska/,Ангелы и Феи,M (15-30 см),Полистоун,белый,премиум,Нет,Нет,0.11,0.001,Китай,Бельгия
